Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,3.0,520.0,2.5,300.0,10000000.0,4000.0,57468.0,407.62,0.53
1,1.0,64.0,12.0,6.4,460000.0,6400.0,38370.0,12.56,0.59
2,3.0,280.0,12.0,8.2,280000.0,4600.0,58096.2,90.93,0.52
3,3.0,516.25,15.0,6.62,662500.0,5500.0,74787.88,109.93,0.47
4,1.0,400.0,12.0,4.0,2000000.0,7000.0,46429.33,57.34,0.56
5,1.0,370.0,6.0,300.0,2000000.0,10000.0,49244.0,40.81,0.55
6,1.0,40.0,3.0,120.0,400000.0,1000.0,37536.33,8.06,0.59
7,3.0,505.0,1.25,7.75,2000000.0,1000.0,7968.68,1891.72,0.68
8,1.0,262.0,15.0,6.4,820000.0,8200.0,42739.6,36.34,0.57
9,1.0,430.0,2.4,5.8,640000.0,3400.0,30017.08,564.7,0.61
10,1.0,10000.0,2.2,120.0,640000.0,4600.0,29984.66,17577.74,0.71
11,3.0,470.0,2.0,5.0,10000000.0,5000.0,33364.31,889.2,0.6
12,3.0,700.0,9.0,7.0,2000000.0,10000.0,95314.67,150.26,0.41
13,3.0,505.0,12.0,60.0,700000.0,5500.0,69641.17,101.67,0.49
14,3.0,40.0,12.0,120.0,10000000.0,7000.0,20472.0,51.43,0.64
15,1.0,670.0,1.78,5.0,2000000.0,3000.0,24214.85,2711.94,0.63
16,3.0,55.0,2.0,120.0,2000000.0,10000.0,15331.93,343.5,0.66
17,3.0,40.0,18.0,60.0,2000000.0,7000.0,20409.33,38.56,0.64
18,3.0,395.71,1.93,4.21,614285.71,6785.71,31581.94,2949.06,0.61
19,1.0,550.0,18.0,7.75,10000000.0,5500.0,39609.75,97.39,0.58
20,3.0,775.0,12.0,5.5,550000.0,100000.0,107896.5,154.17,0.37
21,1.0,516.25,9.0,3.25,662500.0,5500.0,55895.25,51.11,0.53
22,1.0,325.0,2.25,5.5,10000000.0,100000.0,28712.17,798.98,0.62
23,3.0,670.0,18.0,300.0,10000000.0,4000.0,78889.4,276.35,0.46
24,1.0,370.0,18.0,8.5,550000.0,7000.0,40258.83,55.83,0.58
25,3.0,262.0,15.0,60.0,640000.0,4600.0,48900.0,91.07,0.55
26,1.0,257.5,1.75,3.25,2000000.0,100000.0,494.72,1988.74,0.71
27,3.0,527.5,12.0,7.75,10000000.0,7750.0,70165.75,150.03,0.48
28,1.0,480.0,1.67,7.0,10000000.0,6000.0,22628.13,1057.31,0.64
29,1.0,370.0,6.0,120.0,100000.0,1000.0,50196.33,39.3,0.55
30,1.0,10000.0,2.5,5.5,10000000.0,3250.0,64950.25,11727.36,0.56
31,3.0,527.5,15.0,5.5,2000000.0,5500.0,77639.0,118.96,0.46
32,3.0,177.14,2.29,4.86,485714.29,100000.0,12890.83,2529.57,0.67
33,3.0,77.5,6.0,7.75,775000.0,3250.0,32867.5,54.04,0.6
34,1.0,10000.0,12.0,4.0,700000.0,1000.0,153333.33,409.31,0.22
35,1.0,244.0,1.0,300.0,820000.0,2800.0,21967.16,593.99,0.64
36,1.0,70.0,1.67,300.0,2000000.0,7000.0,10755.33,75.58,0.67
37,3.0,10000.0,15.0,7.0,700000.0,100000.0,211000.0,1092.23,0.04
38,3.0,10000.0,12.0,120.0,400000.0,4000.0,207333.33,1156.7,0.05
39,3.0,550.0,15.0,60.0,550000.0,100000.0,76126.25,142.33,0.47
40,1.0,340.0,15.0,60.0,700000.0,100000.0,47107.67,41.0,0.56
41,1.0,700.0,9.0,120.0,2000000.0,4000.0,66540.67,66.79,0.5
42,1.0,700.0,12.0,300.0,550000.0,5500.0,54732.33,84.78,0.53
43,1.0,46.0,1.8,60.0,1000000.0,100000.0,8151.36,546.93,0.68
44,3.0,10000.0,2.0,10.0,10000000.0,1000.0,79461.4,11693.9,0.51
45,1.0,280.0,15.0,120.0,550000.0,7750.0,37919.5,40.43,0.59
46,3.0,527.5,18.0,3.25,775000.0,100000.0,72122.0,128.35,0.48
47,3.0,50.0,1.78,120.0,500000.0,5000.0,10210.83,582.56,0.68
48,1.0,302.5,9.0,3.25,2000000.0,5500.0,48176.5,34.46,0.55
49,3.0,1000.0,12.0,120.0,400000.0,4000.0,132333.33,176.98,0.29
50,1.0,775.0,6.0,300.0,325000.0,3250.0,65788.0,75.41,0.5
51,3.0,1000.0,1.75,60.0,10000000.0,3250.0,49824.73,7884.74,0.57
52,3.0,40.0,9.0,300.0,700000.0,100000.0,22867.33,32.61,0.63
53,3.0,262.0,9.0,8.2,10000000.0,6400.0,48796.8,96.9,0.55
54,3.0,325.0,6.0,3.25,2000000.0,5500.0,59122.25,99.77,0.52
55,1.0,10000.0,18.0,1.0,700000.0,4000.0,156333.33,420.45,0.21
56,1.0,40.0,2.0,60.0,2000000.0,100000.0,13157.23,648.34,0.67
57,1.0,55.0,15.0,5.5,10000000.0,5500.0,31164.0,19.88,0.61
