Cluster,Spouts,Max_spout,Sorters,Emit_freq,Chunk_size,Message_size,Throughput+,Latency-,d2h
0,1.0,40.0,15.0,4.0,400000.0,100000.0,38028.33,7.91,0.59
1,1.0,77.5,2.25,60.0,550000.0,7750.0,18106.3,54.0,0.65
2,1.0,55.0,1.5,120.0,10000000.0,7750.0,14298.22,51.39,0.66
3,1.0,70.0,9.0,120.0,700000.0,10000.0,38171.67,13.45,0.59
4,3.0,66.25,1.75,7.75,775000.0,3250.0,14864.32,281.48,0.66
5,1.0,64.0,1.2,6.4,2000000.0,4600.0,14752.76,80.01,0.66
6,3.0,340.0,1.0,300.0,100000.0,4000.0,4856.88,1397.19,0.69
7,1.0,40.0,9.0,4.0,700000.0,100000.0,36542.67,7.55,0.59
8,3.0,40.0,2.0,10.0,10000000.0,4000.0,13952.9,89.41,0.66
9,3.0,10.0,1.5,3.25,2000000.0,7750.0,5372.78,125.44,0.69
10,1.0,447.14,2.71,8.71,357142.86,7428.57,32979.37,985.64,0.6
11,1.0,400.0,12.0,7.0,400000.0,1000.0,53150.33,41.35,0.54
12,3.0,527.5,2.25,300.0,1000000.0,10000.0,49005.2,1994.42,0.55
13,3.0,40.0,6.0,4.0,700000.0,7000.0,23041.67,33.7,0.63
14,1.0,70.0,18.0,4.0,400000.0,4000.0,26560.67,27.56,0.62
15,1.0,302.5,2.25,5.5,550000.0,100000.0,10410.69,2317.74,0.68
16,1.0,70.0,15.0,300.0,700000.0,1000.0,26460.0,27.7,0.62
17,3.0,442.0,6.0,300.0,640000.0,6400.0,71586.4,102.16,0.48
18,1.0,40.0,2.0,1.0,10000000.0,7000.0,5972.1,82.95,0.69
19,1.0,32.5,2.0,120.0,550000.0,100000.0,9813.67,504.63,0.68
20,1.0,70.0,18.0,7.0,2000000.0,4000.0,27204.67,26.61,0.62
21,1.0,10000.0,1.33,1.0,700000.0,1000.0,3872.63,21992.0,0.84
22,1.0,340.0,15.0,120.0,700000.0,10000.0,44079.33,42.29,0.57
23,3.0,340.0,2.0,60.0,700000.0,100000.0,3838.97,3567.05,0.7
24,1.0,700.0,9.0,60.0,2000000.0,7000.0,62695.0,68.29,0.51
25,1.0,10000.0,2.0,60.0,2000000.0,100000.0,51635.53,15783.91,0.64
26,1.0,370.0,6.0,4.0,10000000.0,1000.0,43958.0,49.35,0.57
